short_name,long_name,overall,potential,value,positions,position,nationality,age,height,weight,club,wage,release,club_position,end,jersey number,start,foot,national_position,national_number
E. Kayembe,Edo Kayembe,71,79,3900000,"CDM,CM",CDM,Congo DR,24,181,80,Watford,21000,8199999,CM,2026,39,2022,Left,-,-
B. Fornaroli,Bruno Fornaroli,71,71,900000,ST,ST,Australia,34,175,68,Perth Glory,5000,1100000,ST,2023,9,2019,Right,-,-
R. Snodgrass,Robert Snodgrass,71,71,875000,"CM,RM",CAM,Scotland,34,182,82,Heart of Midlothian,6000,1600000,SUB,2023,25,2022,Left,-,-
Núrio Fortuna,Núrio Domingos Matias Fortuna,71,71,2000000,"LM,LB,CB",LM,Angola,27,177,73,KAA Gent,14000,3000000,SUB,2024,25,2020,Left,-,-
E. Meza,Eric Meza,71,76,2600000,"RB,RWB",RM,Argentina,23,175,72,Club Atlético Colón,7000,4099999,RB,2023,21,2020,Right,-,-
Jon Morcillo,Jon Morcillo Conesa,71,77,3000000,"LM,LW",ST,Spain,23,183,72,Athletic Club de Bilbao,14000,6900000,SUB,2023,2,2016,Left,-,-
E. Crivelli,Enzo Crivelli,71,72,2200000,"ST,LW",ST,France,27,184,84,Servette FC,13000,3400000,SUB,2025,27,2022,Right,-,-
L. Holík,Libor Holík,71,74,2400000,"RB,LB",RB,Czech Republic,24,181,78,FC Viktoria Plzeň,550,5500000,RB,2023,44,2022,Right,-,-
Rômulo Calsede,Rômulo Roberto Calsede Caiado,71,71,2200000,ST,ST,Brazil,22,181,78,São Paulo,21000,4200000,SUB,2025,19,2022,Left,-,-
Fran Gámez,Francisco Gámez López,71,71,1600000,RB,RB,Spain,30,174,71,Real Zaragoza,7000,2600000,RB,2023,18,2021,Right,-,-
S. Thioub,Sada Thioub,71,71,2000000,"RM,LM",RM,Senegal,27,179,75,Angers SCO,15000,4000000,RM,2023,92,2019,Left,-,-
D. Bronn,Dylan Bronn,71,73,2000000,"CB,RB",CB,Tunisia,27,185,77,US Salernitana 1919,15000,3800000,CB,2025,2,2022,Right,-,-
S. Vasiliadis,Sebastian Vasiliadis,71,75,2700000,"CM,CDM",CM,Greece,24,175,75,DSC Arminia Bielefeld,11000,4500000,CDM,2024,39,2021,Right,-,-
A. Al Amri,Abdulelah Al Amri,71,76,2500000,CB,CB,Saudi Arabia,25,185,75,Al Nassr,20000,4400000,CB,2024,5,2015,Right,-,-
F. Benković,Filip Benković,71,75,2400000,CB,CB,Croatia,24,194,91,Eintracht Braunschweig,9000,0,CB,2023,18,2022,Right,-,-
Diego Farias,Diego Farias da Silva,71,71,1500000,"LW,CF,ST",LW,Brazil,32,172,66,Benevento,4000,2400000,LW,2023,10,2022,Right,-,-
Caio Canedo,Caio Canedo Corrêa,71,71,1600000,"LM,ST,RM",ST,United Arab Emirates,31,177,72,Al Ain FC,850,3500000,SUB,2023,7,2019,Right,-,-
C. Mepham,Chris Mepham,71,74,2300000,CB,CB,Wales,24,191,75,AFC Bournemouth,22000,4800000,CB,2025,6,2019,Right,SUB,5
K. McLean,Kenny McLean,71,71,1800000,"CM,CDM",CM,Scotland,30,183,70,Norwich City,26000,3400000,CM,2023,23,2018,Left,-,-
Alex Muñoz,Alejandro José Muñoz Miguel,71,71,1800000,"LB,CB",LB,Spain,27,187,80,Levante Unión Deportiva,8000,2900000,CB,2024,16,2022,Left,-,-
J. Bauman,Jonathan Bauman,71,71,1600000,ST,ST,Argentina,31,180,79,Independiente del Valle,850,3500000,SUB,2022,32,2021,Right,-,-
A. Bamba,Abdoulaye Bamba,71,71,1300000,"RB,RWB,LB",RB,Côte d'Ivoire,32,182,72,Angers SCO,14000,2600000,SUB,2023,25,2017,Right,-,-
S. Alexandropoulos,Sotiris Alexandropoulos,71,81,3900000,"CDM,CM",CDM,Greece,20,183,71,Sporting CP,6000,8600000,SUB,2027,6,2022,Right,-,-
S. Sturaro,Stefano Sturaro,71,71,1800000,"CM,CDM",CDM,Italy,29,181,80,Genoa,4000,2900000,RES,2023,27,2019,Right,-,-
G. Baldock,George Baldock,71,71,1600000,"RWB,RB",RWB,Greece,29,175,67,Sheffield United,18000,3000000,RWB,2024,2,2017,Right,-,-
K. Lewis-Potter,Keane Lewis-Potter,71,80,4200000,"LW,LM,ST",RM,England,21,170,67,Brentford,23000,8800000,SUB,2028,23,2022,Right,-,-
F. Agu,Felix Agu,71,80,4000000,"RWB,LWB",RWB,Germany,22,179,69,SV Werder Bremen,12000,8000000,SUB,2025,27,2020,Right,-,-
R. Majecki,Radosław Majecki,71,78,3200000,GK,GK,Poland,22,193,78,KSV Cercle Brugge,17000,0,GK,2023,1,2020,Right,-,-
Timor,David Timor Copoví,71,71,1200000,"CDM,CM,CB",CDM,Spain,32,185,80,SD Huesca,7000,1900000,CM,2024,4,2022,Left,-,-
V. Supriaha,Vladyslav Supriaha,71,78,3800000,ST,ST,Ukraine,22,182,75,Dynamo Kyiv,650,9100000,SUB,2025,17,2018,Right,-,-
Ricardo Mangas,Ricardo Luís Chaby Mangas,71,78,3600000,"LWB,LB,CB",LWB,Portugal,24,179,66,Boavista FC,8000,8300000,SUB,2024,19,2020,Left,-,-
A. Donnarumma,Alfredo Donnarumma,71,71,1600000,ST,ST,Italy,31,180,74,Ternana,4000,2500000,ST,2025,9,2022,Right,-,-
S. Alzate,Steven Alzate,71,78,3700000,"CM,CDM",CAM,Colombia,23,180,75,Standard de Liège,31000,0,SUB,2023,14,2017,Right,-,-
C. Deac,Ciprian Deac,71,71,600000,"CAM,RW",CM,Romania,36,177,74,CFR Cluj,8000,840000,CM,2024,10,2017,Left,-,-
G. Tzavellas,Georgios Tzavellas,71,71,600000,CB,CB,Greece,34,183,86,AEK Athens,800,1300000,CB,2023,31,2021,Left,-,-
I. Schor,Ignacio Schor,71,81,4200000,"RM,RW,LM",RM,Argentina,21,182,74,Platense,7000,7100000,RW,2023,26,2020,Right,-,-
J. Lucumí,Jeison Lucumí,71,71,2000000,"LM,LW,RW",LM,Colombia,27,177,64,Club Deportes Tolima,3000,2800000,LM,2022,33,2022,Right,-,-
Thiago Alminxa,Thiago Claudnei Almeida Reis,71,71,1800000,"ST,RW",RW,Brazil,30,182,71,RB Bragantino,12000,3400000,RW,2025,16,2022,Right,-,-
G. Alanís,Gabriel Alanís,71,71,1900000,"LM,LWB",LM,Argentina,28,186,72,Defensa y Justicia,8000,0,RM,2022,17,2019,Left,-,-
L. Mazzitelli,Luca Mazzitelli,71,74,2400000,"CM,CDM",CM,Italy,26,187,76,Frosinone,28000,0,SUB,2023,36,2021,Right,-,-
D. Bain,Denys Bain,71,72,1800000,CB,CB,France,28,181,74,AJ Auxerre,12000,3700000,RES,2023,32,2022,Right,-,-
L. James,Leke James,71,71,1900000,ST,ST,Nigeria,29,188,80,Demir Grup Sivasspor,13000,3800000,SUB,2023,90,2021,Right,-,-
O. Syrota,Oleksandr Syrota,71,79,3900000,CB,CB,Ukraine,22,193,78,Dynamo Kyiv,500,9400000,SUB,2025,34,2017,Left,SUB,18
C. Alcaraz,Carlos Alcaraz,71,84,4400000,"CAM,CM,LM",CAM,Argentina,19,176,70,Racing Club,7000,9400000,SUB,2026,22,2020,Right,-,-
D. Selke,Davie Selke,71,72,2200000,ST,ST,Germany,27,195,84,Hertha BSC,20000,4099999,SUB,2023,7,2017,Right,-,-
D. Sinik,Doğukan Sinik,71,76,2800000,"LW,LM,CAM",RM,Turkey,23,180,71,Hull City,12000,5500000,RES,2025,11,2022,Right,-,-
T. Mauricio,Tony Mauricio,71,71,1900000,RM,RM,France,28,169,67,FC Sochaux-Montbéliard,6000,3300000,RM,2024,7,2021,Left,-,-
B. Jatta,Bakery Jatta,71,73,2400000,"RW,RM,LW",RM,Gambia,24,184,79,Hamburger SV,10000,4000000,RW,2024,18,2016,Right,-,-
K. Naismith,Kal Naismith,71,71,1500000,"CB,LB",CB,Scotland,30,185,78,Bristol City,20000,2900000,CB,2025,4,2022,Left,-,-
S. Kitsiou,Stelios Kitsiou,71,71,1700000,"RWB,RB",RWB,Greece,28,173,70,Gazişehir Gaziantep F.K.,11000,3400000,RB,2023,70,2021,Right,-,-
M. Weigandt,Marcelo Weigandt,71,79,4000000,RB,RB,Argentina,22,175,72,Boca Juniors,9000,6400000,SUB,2022,57,2018,Right,-,-
Arsénio,Arsénio Martins Lafuente Nunes,71,71,1500000,"LW,RM,LM",LW,Portugal,32,180,70,FC Arouca,6000,3100000,LM,2023,8,2021,Right,-,-
D. González,Diego González,71,71,875000,CM,CM,Argentina,34,178,73,Boca Juniors,11000,1200000,RES,2022,23,2020,Right,-,-
P. Magnín,Pablo Magnín,71,71,1500000,"ST,CAM",ST,Argentina,32,178,75,Club Atlético Tigre,9000,2300000,SUB,2022,7,2020,Right,-,-
L. Beltrán,Lucas Beltrán,71,79,4200000,"ST,RW",CAM,Argentina,21,175,76,River Plate,9000,6700000,ST,2023,18,2018,Right,-,-
B. Sheaf,Ben Sheaf,71,77,2700000,"CDM,CM",CDM,England,24,185,64,Coventry City,12000,5700000,CDM,2024,14,2021,Right,-,-
J. Morris,Jordan Morris,71,71,2000000,"LM,ST,RM",ST,United States,27,183,85,Seattle Sounders FC,6000,3000000,RM,2022,13,2016,Right,-,-
Z. Aboukhlal,Zakaria Aboukhlal,71,80,4200000,"RW,LW",LM,Morocco,22,178,73,Toulouse Football Club,12000,9200000,LW,2026,6,2022,Left,-,-
C. Awaziem,Chidozie Awaziem,71,78,3400000,CB,CB,Nigeria,25,189,77,Hajduk Split,650,8199999,SUB,2025,25,2021,Right,-,-
U. Đurđević,Uroš Đurđević,71,71,1900000,ST,ST,Montenegro,28,182,80,Real Sporting de Gijón,8000,3000000,ST,2027,23,2018,Right,-,-
Alexandre Frandeira,Alex Martin Frandeira Álvares,71,71,1900000,"CB,CDM",CB,Brazil,22,192,85,Atlético Clube Goianiense,7000,3600000,SUB,2025,21,2022,Right,-,-
S. Di Carmine,Samuel Di Carmine,71,71,1200000,ST,ST,Italy,33,186,84,Perugia,4000,1900000,SUB,2023,18,2022,Right,-,-
P. Galdames,Pablo Galdames,71,75,2600000,"CM,CDM",CM,Chile,25,175,68,Genoa,4000,4400000,SUB,2024,99,2021,Right,-,-
D. Bisoli,Dimitri Bisoli,71,71,1900000,"CM,CDM",CM,Italy,28,180,77,Brescia,4000,2900000,CM,2024,25,2017,Right,-,-
J. Siebenhandl,Jörg Siebenhandl,71,71,925000,GK,GK,Austria,32,183,81,SK Sturm Graz,10000,1400000,GK,2023,27,2017,Left,-,-
Nathan,Nathan Raphael Pelae Cardoso,71,74,2100000,CB,CB,Brazil,27,189,78,San Jose Earthquakes,5000,3300000,CB,2023,13,2021,Right,-,-
Eduardo Fonseira,Eduardo Flávio Fonseira Meire,71,71,1600000,GK,GK,Brazil,22,191,87,Sport Club Corinthians Paulista,11000,3000000,SUB,2025,1,2022,Right,-,-
R. Rojas,Rodrigo Rojas,71,71,875000,"CM,RM",CM,Paraguay,34,180,77,Club Sol de América,600,1900000,CM,2023,18,2022,Right,-,-
L. Holtby,Lewis Holtby,71,71,1500000,"CM,CDM",CM,Germany,31,176,72,Holstein Kiel,13000,2300000,SUB,2024,10,2021,Left,-,-
J. Espínola,Juan Espínola,71,73,1700000,GK,GK,Paraguay,27,185,89,Godoy Cruz,6000,2700000,SUB,2023,12,2021,Right,-,-
K. Bielik,Krystian Bielik,71,75,2400000,CDM,CDM,Poland,24,194,78,Birmingham City,5000,0,CDM,2023,31,2019,Right,-,-
L. Blondel,Lucas Blondel,71,74,2300000,RB,RWB,Argentina,25,178,75,Club Atlético Tigre,7000,3600000,RB,2023,17,2021,Right,-,-
R. Schallenberg,Ron Schallenberg,71,76,2600000,"CDM,CM",CDM,Germany,23,185,76,SC Paderborn 07,11000,4400000,CDM,2024,8,2017,Right,-,-
Lee Myung Joo,Myung Joo Lee,71,71,1500000,CM,CM,Korea Republic,32,176,74,Incheon United FC,4000,1900000,CM,2026,5,2022,Right,-,-
O. Gonzalez,Oumar Gonzalez,71,76,2600000,CB,CB,Cameroon,24,187,87,AC Ajaccio,10000,5400000,CB,2023,25,2021,Right,-,-
V. Mihăilă,Valentin Mihăilă,71,77,3000000,"LM,LW",RM,Romania,22,180,71,Parma,3000,5400000,SUB,2025,28,2020,Right,SUB,13
J. Dina Ebimbe,Junior Dina Ebimbe,71,78,3800000,"RM,CM",CDM,France,21,184,80,Eintracht Frankfurt,29000,0,SUB,2023,26,2019,Right,-,-
T. Didillon,Thomas Didillon,71,75,2000000,GK,GK,France,26,193,88,AS Monaco,8000,0,SUB,2023,30,2020,Left,-,-
O. McBurnie,Oli McBurnie,70,73,2100000,ST,ST,Scotland,26,191,77,Sheffield United,17000,4099999,ST,2023,9,2019,Right,-,-
Martin Cordeia,Martin Victor Cordeia Damasco,70,70,1700000,"CAM,CM",CAM,Brazil,26,181,76,Internacional,15000,3200000,SUB,2025,15,2022,Right,-,-
I. Khune,Itumeleng Khune,70,70,180000,GK,GK,South Africa,35,181,81,Kaizer Chiefs,500,387000,SUB,2023,32,2004,Right,-,-
G. Saville,George Saville,70,70,1600000,CM,CM,Northern Ireland,29,182,73,Millwall,9000,3000000,CM,2024,23,2021,Left,CM,6
S. Adekugbe,Sam Adekugbe,70,71,1700000,LB,LB,Canada,27,176,74,Atakaş Hatayspor,8000,3500000,LB,2024,23,2021,Left,LB,3
Bruno Wilson,Bruno Ricardo Valdez Wilson,70,75,2100000,CB,CB,Portugal,25,191,80,FC Vizela,3000,4600000,SUB,2024,3,2021,Right,-,-
S. Khaoui,Saîf-Eddine Khaoui,70,71,1800000,"CAM,RM,CM",CAM,Tunisia,27,180,68,Clermont Foot 63,11000,3700000,SUB,2023,10,2021,Left,-,-
C. Albanis,Christos Albanis,70,70,1700000,"LM,RM,ST",LM,Greece,27,184,83,FC Andorra,750,0,LM,2023,19,2018,Right,-,-
S. Moreno,Santiago Moreno,70,79,3600000,"RM,LM",CAM,Colombia,22,173,67,Portland Timbers,5000,6100000,RM,2025,30,2021,Right,-,-
S. Hierländer,Stefan Hierländer,70,70,1300000,"RM,CM",RM,Austria,31,180,73,SK Sturm Graz,12000,2000000,CM,2023,25,2016,Right,-,-
F. Sørensen,Frederik Sørensen,70,70,1300000,"CB,RB",CB,Denmark,30,194,88,Ternana,3000,2000000,CB,2024,4,2021,Right,-,-
J. Velázquez,Julián Velázquez,70,70,1100000,CB,CB,Argentina,31,184,84,Rosario Central,9000,1700000,SUB,2022,7,2022,Right,-,-
J. Araujo,Julian Araujo,70,80,3300000,"RB,RWB,RM",RB,Mexico,20,175,70,LA Galaxy,3000,5600000,SUB,2025,2,2019,Right,-,-
Leonardo Lopes,Leonardo da Silva Lopes,70,77,3200000,"CM,CDM",CAM,Portugal,23,168,61,KSV Cercle Brugge,8000,5300000,CM,2024,22,2020,Right,-,-
G. Costa,Gabriel Costa,70,70,1300000,"RW,LW,RM",RW,Peru,32,171,70,Colo-Colo,5000,1800000,RW,2022,8,2019,Right,-,-
Daniel Penha,Daniel dos Santos Penha,70,77,3200000,"CAM,CM,LW",CAM,Brazil,23,170,68,Daegu FC,5000,4600000,CM,2022,70,2022,Left,-,-
W. Vaulks,Will Vaulks,70,70,1400000,"CDM,CM",CDM,Wales,28,180,75,Sheffield Wednesday,8000,2500000,CDM,2025,4,2022,Right,-,-
Kim Dong Joon,Dong Joon Kim,70,70,1200000,GK,GK,Korea Republic,27,189,85,Jeju United FC,4000,1500000,GK,2025,1,2022,Right,-,-
G. Bazunu,Gavin Bazunu,70,85,3400000,GK,GK,Republic of Ireland,20,189,78,Southampton,13000,8600000,GK,2027,31,2022,Right,GK,1
Álvaro Valles,Álvaro Valles Rosa,70,75,1900000,GK,GK,Spain,24,191,82,Unión Deportiva Las Palmas,4000,3200000,GK,2024,13,2018,Right,-,-
L. Boyce,Liam Boyce,70,70,1300000,ST,ST,Northern Ireland,31,184,75,Heart of Midlothian,5000,2300000,RES,2023,10,2020,Right,-,-
H. Boumous,Hugo Boumous,70,71,1900000,CAM,RM,Morocco,26,173,72,ATK Mohun Bagan FC,2000,2700000,CAM,2026,10,2021,Right,-,-
J. Okore,Jores Okore,70,70,1300000,CB,CB,Denmark,29,180,80,Changchun Yatai FC,6000,2000000,CB,2026,4,2021,Right,-,-
V. Demarconnay,Vincent Demarconnay,70,70,180000,GK,GK,France,39,180,71,Paris FC,3000,324000,SUB,2023,1,2008,Right,-,-
B. Onyango,Brian Onyango,70,72,1700000,CB,CB,Kenya,27,188,91,Mamelodi Sundowns FC,700,3900000,CB,2023,6,2020,Left,-,-
Saberto Botelho,Saberto Josué Botelho Rios,70,70,1700000,CDM,CB,Brazil,22,182,77,Club Athletico Paranaense,7000,3200000,SUB,2025,3,2022,Right,-,-
Kirian,Kirian Rodríguez,70,73,2100000,"CM,CDM,CAM",CAM,Spain,26,180,73,Unión Deportiva Las Palmas,6000,3500000,SUB,2023,25,2015,Right,-,-
J. Ngakia,Jeremy Ngakia,70,81,3400000,"RB,RWB",RB,England,21,178,73,Watford,15000,7100000,SUB,2024,2,2020,Right,-,-
C. Dell'Orco,Cristian Dell'Orco,70,70,1400000,"CB,LB",CB,Italy,28,183,75,Perugia,3000,2200000,LWB,2024,15,2021,Left,-,-
J. Moreno,Júnior Moreno,70,70,1400000,"CDM,CM",CDM,Venezuela,28,174,70,FC Cincinnati,5000,2000000,CM,2022,93,2022,Right,-,-
S. Mosquera,Santiago Mosquera,70,70,1700000,"LM,LW",LM,Colombia,27,168,84,Deportivo Cali,3000,2400000,LM,2022,13,2022,Right,-,-
Luan Sendeiro,Luan Vágner Sendeiro Zanon,70,70,1300000,CDM,CDM,Brazil,30,181,78,Internacional,13000,2500000,SUB,2025,17,2022,Right,-,-
I. Chicco,Ignacio Chicco,70,71,1400000,GK,GK,Argentina,26,184,80,Club Atlético Colón,6000,2200000,GK,2024,17,2016,Right,-,-
Filipe Ferreira,Filipe Miguel Neves Ferreira,70,70,1200000,LWB,LWB,Portugal,31,178,70,Boavista FC,8000,2500000,LWB,2023,20,2021,Left,-,-
Pablo Valcarce,Pablo Valcarce Vidal,70,70,1600000,"RM,LM,ST",RM,Spain,29,173,70,Burgos CF,5000,2500000,RM,2023,8,2021,Right,-,-
J. Cuffaut,Joffrey Cuffaut,70,70,525000,"CB,RB",CB,France,34,180,74,Valenciennes FC,4000,919000,CB,2023,14,2018,Right,-,-
A. Dønnum,Aron Dønnum,70,75,2400000,RM,LM,Norway,24,178,78,Standard de Liège,8000,3800000,LM,2025,11,2021,Left,-,-
Paik Seung Ho,Seung Ho Paik,70,75,2300000,"CM,CDM",CM,Korea Republic,25,180,73,Jeonbuk Hyundai Motors,7000,3200000,CM,2023,8,2021,Right,-,-
B. Cabango,Ben Cabango,70,80,3300000,CB,CB,Wales,22,188,81,Swansea City,13000,6900000,CB,2023,5,2018,Right,-,-
Josep Martínez,Josep Martínez Riera,70,75,1900000,GK,GK,Spain,24,191,78,Genoa,15000,0,GK,2023,22,2020,Right,-,-
E. Ebosse,Enzo Ebosse,70,78,3300000,"CB,LWB",CB,Cameroon,23,185,75,Udinese Calcio,8000,6300000,SUB,2027,23,2022,Left,-,-
L. Klünter,Lukas Klünter,70,72,1700000,"CB,RWB",CB,Germany,26,184,76,DSC Arminia Bielefeld,10000,2800000,RB,2023,2,2022,Right,-,-
F. Fattori,Federico Fattori,70,70,1400000,"CDM,CM",CDM,Argentina,29,175,70,Club Atlético Huracán,8000,2100000,CDM,2022,24,2022,Right,-,-
S. Molina,Salvatore Molina,70,70,1500000,"RM,LM",RM,Italy,30,177,74,AC Monza,24000,2600000,SUB,2023,79,2022,Right,-,-
A. Méndez,Armando Méndez,70,73,1900000,"RB,RWB",CB,Uruguay,26,176,82,Newell's Old Boys,8000,3000000,RB,2024,14,2022,Right,-,-
A. Vigo,Alex Vigo,70,76,2400000,"RB,RWB",RM,Argentina,23,175,74,Club Atlético Independiente,8000,0,RB,2022,28,2021,Right,-,-
S. Burchert,Sascha Burchert,70,70,800000,GK,GK,Germany,32,187,78,FC St. Pauli,8000,1300000,GK,2022,30,2022,Right,-,-
T. Morena,Thapelo Morena,70,70,1400000,RB,RB,South Africa,28,177,65,Mamelodi Sundowns FC,700,3100000,SUB,2025,27,2016,Right,-,-
Agus Medina,Agustín Medina Delgado,70,71,1600000,"CDM,CAM",CDM,Spain,27,176,72,SD Ponferradina,6000,2700000,CDM,2023,8,2021,Right,-,-
L. Cardozo,Luis Cardozo,70,70,750000,"CB,RB",CB,Paraguay,33,180,75,Club Libertad,550,1700000,RES,2023,14,2015,Right,-,-
Jota Silva,João Pedro Ferreira Silva,70,79,3600000,"RW,LW",RM,Portugal,22,179,73,Vitória de Guimarães,6000,8300000,LW,2025,11,2022,Right,-,-
D. Ndongala,Dieumerci Ndongala,70,70,1300000,"RW,RM",RW,Congo DR,31,170,59,APOEL Nicosia FC,800,2900000,RW,2023,77,2020,Right,-,-
P. Mortensen,Patrick Mortensen,70,70,1300000,ST,ST,Denmark,32,190,78,Aarhus GF,10000,1600000,ST,2024,9,2019,Right,-,-
A. Johnston,Alistair Johnston,70,74,2300000,"RM,RWB,CB",RM,Canada,23,180,77,Club de Foot Montréal,5000,3600000,RM,2023,22,2022,Right,SUB,2
J. Paradela,José Paradela,70,75,2400000,"LM,CM,CDM",CAM,Argentina,23,179,71,River Plate,8000,3500000,RES,2025,26,2021,Left,-,-
J. Brown,Jacob Brown,70,75,2400000,"ST,RM,RWB",ST,Scotland,24,184,72,Stoke City,15000,4700000,SUB,2023,9,2020,Right,SUB,19
Y. van Osch,Yanick van Osch,70,73,1600000,GK,GK,Netherlands,25,183,73,Fortuna Sittard,6000,2500000,SUB,2023,1,2020,Right,-,-
Marlinito Dias,Marlon Rômulo Dias Cavalcanti,70,70,1500000,"CDM,CB",CDM,Brazil,26,189,84,Fortaleza,7000,2900000,CB,2025,74,2022,Right,-,-
A. Batalla,Augusto Batalla,70,74,1700000,GK,GK,Argentina,26,185,87,San Lorenzo de Almagro,7000,0,GK,2022,13,2015,Right,-,-
C. Archer,Cameron Archer,70,79,3500000,"ST,RW",ST,England,20,181,72,Aston Villa,30000,7400000,RES,2027,35,2020,Right,-,-
E. Lenjani,Ermir Lenjani,70,70,1100000,"LWB,LB,LM",LWB,Albania,32,175,70,Ümraniyespor,8000,2100000,LB,2023,3,2022,Left,-,-
M. Al-Tamari,Musa Al-Tamari,70,73,2100000,"RM,RWB",CAM,Jordan,25,176,66,Oud-Heverlee Leuven,8000,3300000,RM,2023,11,2020,Left,-,-
V. Bondar,Valeriy Bondar,70,80,3300000,CB,CB,Ukraine,23,184,76,Shakhtar Donetsk,500,7900000,CB,2024,77,2017,Right,-,-
Nascimentardo,Jonas Welson Orsi de Meneses,70,70,1900000,"CAM,CF",RM,Brazil,22,170,66,Ceará Sporting Club,7000,3600000,SUB,2025,13,2022,Right,-,-
Heltinho Melo,Heltinho Melo Chaves,70,70,1700000,"CAM,RB",RM,Brazil,26,174,68,Club Athletico Paranaense,9000,3200000,SUB,2025,24,2022,Right,-,-
M. Bani,Mattia Bani,70,71,1500000,CB,CB,Italy,28,188,81,Genoa,3000,2500000,CB,2023,13,2020,Right,-,-
A. Hughes,Andrew Hughes,70,70,1300000,CB,CB,Wales,30,190,81,Preston North End,17000,2500000,CB,2024,16,2018,Left,-,-
M. Quiroga,Mauro Quiroga,70,70,1300000,ST,ST,Argentina,32,190,82,CS Emelec,600,2800000,SUB,2022,18,2022,Left,-,-
B. Koita,Bengali-Fodé Koita,70,70,1300000,"ST,RW",ST,Guinea,31,186,86,Kasimpaşa SK,20000,0,SUB,2023,9,2021,Right,-,-
T. Harwood-Bellis,Taylor Harwood-Bellis,70,82,3600000,CB,CB,England,20,188,73,Burnley,33000,0,CB,2023,5,2019,Right,-,-
M. Dräger,Mohamed Dräger,70,73,1900000,"RB,RWB",RB,Tunisia,26,178,74,FC Luzern,27000,0,RB,2023,2,2021,Right,-,-
M. Pajač,Marko Pajač,70,70,1400000,LB,LB,Croatia,29,185,69,Genoa,3000,2200000,LB,2022,93,2022,Left,-,-
V. Kovacević,Vladan Kovacević,70,78,3100000,GK,GK,Bosnia and Herzegovina,24,192,81,Raków Częstochowa,5000,4800000,GK,2026,1,2021,Right,-,-
N. Besara,Nahir Besara,70,70,1300000,"CAM,ST,CM",CAM,Sweden,31,182,76,Hammarby IF,5000,1600000,CM,2023,20,2022,Right,-,-
K. Parks,Keaton Parks,70,75,2400000,"CM,CDM",CM,United States,24,191,81,New York City FC,5000,3800000,CDM,2022,55,2020,Right,-,-
F. Lanzillotta,Federico Lanzillotta,70,70,1100000,GK,GK,Argentina,29,185,80,Argentinos Juniors,6000,1700000,GK,2023,20,2019,Right,-,-
A. Zapata,Alexis Zapata,70,70,1700000,"RM,CF",RM,Colombia,27,176,72,CS Emelec,550,3700000,LF,2023,11,2020,Left,-,-
J. Quiñónes,Julián Quiñónes,70,70,1000000,CB,CB,Colombia,32,195,85,Club Deportes Tolima,2000,1400000,CB,2022,3,2014,Right,-,-
J. Dátolo,Jesús Dátolo,70,70,525000,"CAM,CM",CAM,Argentina,38,179,77,Club Atlético Banfield,7000,761000,CAM,2022,10,2017,Left,-,-
A. Rispoli,Andrea Rispoli,70,70,825000,"RB,RM",RB,Italy,33,188,83,Cosenza,2000,1300000,RB,2023,3,2022,Right,-,-
T. Dallinga,Thijs Dallinga,70,80,3600000,ST,ST,Netherlands,21,180,70,Toulouse Football Club,9000,7900000,ST,2026,27,2022,Right,-,-
Lee Dong Jun,Dong Jun Lee,70,73,2100000,RM,LM,Korea Republic,25,173,64,Hertha BSC,15000,3900000,SUB,2025,30,2022,Left,-,-
J. Bacuna,Juninho Bacuna,70,75,2400000,"CM,CAM",CAM,Curacao,24,178,74,Birmingham City,16000,4700000,CM,2025,7,2022,Right,-,-
T. Ream,Tim Ream,70,70,525000,CB,CB,United States,34,186,80,Fulham,26000,998000,CB,2023,13,2015,Left,-,-
A. Sigurðsson,Arnór Sigurðsson,70,79,3600000,"CF,CM",CAM,Iceland,23,177,75,IFK Norrköping,5000,5200000,CM,2023,8,2018,Right,RW,7
M. Udol,Matthieu Udol,70,73,1900000,"LWB,LB,CB",CB,France,26,178,68,FC Metz,5000,3600000,LB,2024,3,2015,Left,-,-
Lourival Rodeiro,Lourival Adnan Rodeiro Reis,70,70,1500000,CM,CM,Brazil,30,181,73,São Paulo,19000,2900000,CM,2025,7,2022,Right,-,-
Garrido,Jon Ander Garrido Moracia,70,70,1100000,CDM,CDM,Spain,32,185,80,Cádiz CF,14000,2300000,RES,2023,25,2016,Right,-,-
C. Villalba,Carlos Villalba,70,76,2300000,"CDM,CM",CDM,Argentina,23,175,71,Platense,7000,0,CM,2023,5,2018,Right,-,-
L. Ferguson,Lewis Ferguson,70,78,3600000,"CM,CDM",CDM,Scotland,22,181,75,Bologna,15000,6800000,SUB,2026,19,2022,Right,-,-
Simy,Simeon Tochukwu Nwankwo,70,70,1600000,ST,ST,Nigeria,30,198,84,Benevento,16000,0,SUB,2023,25,2022,Right,-,-
Camora,Mário Jorge Malico Paulino,70,70,500000,LB,LB,Romania,35,177,69,CFR Cluj,6000,700000,LB,2024,45,2011,Left,LB,22
F. Muslija,Florent Muslija,70,73,2200000,"LM,CAM",CAM,Kosovo,23,172,65,SC Paderborn 07,10000,3700000,CM,2023,30,2022,Right,-,-
S. Esposito,Sebastiano Esposito,70,82,3800000,"ST,CAM",CAM,Italy,19,186,75,RSC Anderlecht,19000,0,ST,2023,70,2019,Right,-,-
L. Carole,Lionel Carole,70,70,1200000,"LB,LWB",LB,France,31,182,78,Yukatel Kayserispor,10000,2400000,LB,2023,21,2021,Left,-,-
